[2026-01-14 14:17:03,135] INFO in logging_config: Logging system initialized
[2026-01-15 11:37:04,002] INFO in run: Model Loaded: True
[2026-01-15 11:37:04,004] INFO in run: Database: Connected
[2026-01-15 11:37:04,006] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:37:04,008] INFO in run: ============================================================
[2026-01-15 11:37:04,008] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:37:35,014] ERROR in routes: DATABASE REJECTED DATA: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (8, 2026-01-15 09:37:34.997507, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 37, 34, 997507), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:38:59,220] ERROR in routes: DATABASE REJECTED DATA: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (9, 2026-01-15 09:38:59.215336, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 38, 59, 215336), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:39:31,232] ERROR in routes: DATABASE REJECTED DATA: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (10, 2026-01-15 09:39:31.229068, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 39, 31, 229068), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:39:59,963] ERROR in routes: DATABASE REJECTED DATA: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (11, 2026-01-15 09:39:59.96036, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 39, 59, 960360), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:46:40,461] INFO in logging_config: Logging system initialized
[2026-01-15 11:46:40,532] INFO in app: Database tables created
[2026-01-15 11:46:48,096] INFO in app: Application initialized in development mode
[2026-01-15 11:46:48,111] INFO in run: ============================================================
[2026-01-15 11:46:48,111] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:46:48,111] INFO in run: ============================================================
[2026-01-15 11:46:48,111] INFO in run: Environment: development
[2026-01-15 11:46:48,111] INFO in run: Debug Mode: True
[2026-01-15 11:46:48,111] INFO in run: Model Version: 1.0.0
[2026-01-15 11:46:48,117] INFO in run: Model Loaded: True
[2026-01-15 11:46:48,118] INFO in run: Database: Connected
[2026-01-15 11:46:48,119] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:46:48,120] INFO in run: ============================================================
[2026-01-15 11:46:48,121] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:46:48,810] INFO in logging_config: Logging system initialized
[2026-01-15 11:46:48,996] INFO in app: Database tables created
[2026-01-15 11:46:55,061] INFO in app: Application initialized in development mode
[2026-01-15 11:46:55,061] INFO in run: ============================================================
[2026-01-15 11:46:55,061] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:46:55,061] INFO in run: ============================================================
[2026-01-15 11:46:55,061] INFO in run: Environment: development
[2026-01-15 11:46:55,061] INFO in run: Debug Mode: True
[2026-01-15 11:46:55,061] INFO in run: Model Version: 1.0.0
[2026-01-15 11:46:55,061] INFO in run: Model Loaded: True
[2026-01-15 11:46:55,061] INFO in run: Database: Connected
[2026-01-15 11:46:55,070] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:46:55,071] INFO in run: ============================================================
[2026-01-15 11:46:55,071] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:47:18,179] ERROR in routes: DB Error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (12, 2026-01-15 09:47:18.172434, Transformer_01, "[5000, 15200, 14800, 15500, 16000, 16200, 15900, 15700, 15000, ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 47, 18, 172434), 'asset_id': 'Transformer_01', 'historical_load': '"[5000, 15200, 14800, 15500, 16000, 16200, 15900, 15700, 15000, 14500, 14200, 14000, 14500, 15000, 16000, 17000, 17500, 18000, 17800, 17500, 17000, 16500, 16000, 15500]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:47:24,518] ERROR in routes: DB Error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (13, 2026-01-15 09:47:24.518082, Transformer_01, "[5000, 15200, 14800, 15500, 16000, 16200, 15900, 15700, 15000, ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 47, 24, 518082), 'asset_id': 'Transformer_01', 'historical_load': '"[5000, 15200, 14800, 15500, 16000, 16200, 15900, 15700, 15000, 14500, 14200, 14000, 14500, 15000, 16000, 17000, 17500, 18000, 17800, 17500, 17000, 16500, 16000, 15500]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:51:22,750] INFO in logging_config: Logging system initialized
[2026-01-15 11:51:22,919] INFO in app: Database tables created
[2026-01-15 11:51:29,825] INFO in app: Application initialized in development mode
[2026-01-15 11:51:29,825] INFO in run: ============================================================
[2026-01-15 11:51:29,825] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:51:29,825] INFO in run: ============================================================
[2026-01-15 11:51:29,825] INFO in run: Environment: development
[2026-01-15 11:51:29,825] INFO in run: Debug Mode: True
[2026-01-15 11:51:29,825] INFO in run: Model Version: 1.0.0
[2026-01-15 11:51:29,835] INFO in run: Model Loaded: True
[2026-01-15 11:51:29,837] INFO in run: Database: Connected
[2026-01-15 11:51:29,838] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:51:29,838] INFO in run: ============================================================
[2026-01-15 11:51:29,840] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:51:30,520] INFO in logging_config: Logging system initialized
[2026-01-15 11:51:30,601] INFO in app: Database tables created
[2026-01-15 11:51:37,282] INFO in app: Application initialized in development mode
[2026-01-15 11:51:37,282] INFO in run: ============================================================
[2026-01-15 11:51:37,282] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:51:37,282] INFO in run: ============================================================
[2026-01-15 11:51:37,295] INFO in run: Environment: development
[2026-01-15 11:51:37,295] INFO in run: Debug Mode: True
[2026-01-15 11:51:37,295] INFO in run: Model Version: 1.0.0
[2026-01-15 11:51:37,298] INFO in run: Model Loaded: True
[2026-01-15 11:51:37,299] INFO in run: Database: Connected
[2026-01-15 11:51:37,300] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:51:37,301] INFO in run: ============================================================
[2026-01-15 11:51:37,302] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:51:56,863] ERROR in routes: Database Error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (14, 2026-01-15 09:51:56.846313, Transformer_01, [5000, 15200, 14800, 15500, 16000, 16200, 15900, 15700, 15000, 1..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 51, 56, 846313), 'asset_id': 'Transformer_01', 'historical_load': '[5000, 15200, 14800, 15500, 16000, 16200, 15900, 15700, 15000, 14500, 14200, 14000, 14500, 15000, 16000, 17000, 17500, 18000, 17800, 17500, 17000, 16500, 16000, 15500]', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 12:08:07,127] INFO in logging_config: Logging system initialized
[2026-01-15 12:08:07,222] INFO in app: Database tables created
[2026-01-15 12:08:16,038] INFO in app: Application initialized in development mode
[2026-01-15 12:08:16,038] INFO in run: ============================================================
[2026-01-15 12:08:16,038] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 12:08:16,038] INFO in run: ============================================================
[2026-01-15 12:08:16,038] INFO in run: Environment: development
[2026-01-15 12:08:16,053] INFO in run: Debug Mode: True
[2026-01-15 12:08:16,053] INFO in run: Model Version: 1.0.0
[2026-01-15 12:08:16,053] INFO in run: Model Loaded: True
[2026-01-15 12:08:16,056] INFO in run: Database: Connected
[2026-01-15 12:08:16,056] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 12:08:16,056] INFO in run: ============================================================
[2026-01-15 12:08:16,056] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 12:08:26,837] INFO in routes: Successfully saved prediction ID: 15
[2026-01-15 12:16:45,120] INFO in routes: Successfully saved prediction ID: 16
[2026-01-15 12:18:24,254] INFO in routes: Successfully saved prediction ID: 17
[2026-01-15 12:20:27,014] INFO in routes: Successfully saved prediction ID: 18
[2026-01-15 12:20:32,286] INFO in routes: Successfully saved prediction ID: 19
[2026-01-15 12:20:36,893] INFO in routes: Successfully saved prediction ID: 20
[2026-01-15 12:22:37,657] INFO in routes: Successfully saved prediction ID: 21
[2026-01-15 14:39:39,297] INFO in routes: Successfully saved prediction ID: 22
[2026-01-15 14:39:41,897] INFO in routes: Successfully saved prediction ID: 23
[2026-01-15 14:39:42,730] INFO in routes: Successfully saved prediction ID: 24
[2026-01-15 14:39:43,496] INFO in routes: Successfully saved prediction ID: 25
[2026-01-15 14:44:45,684] INFO in routes: Successfully saved prediction ID: 26
[2026-01-15 15:08:37,816] INFO in logging_config: Logging system initialized
[2026-01-15 15:08:37,885] INFO in app: Database tables created
[2026-01-15 15:08:44,789] INFO in app: Application initialized in development mode
[2026-01-15 15:08:44,789] INFO in run: ============================================================
[2026-01-15 15:08:44,789] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 15:08:44,789] INFO in run: ============================================================
[2026-01-15 15:08:44,789] INFO in run: Environment: development
[2026-01-15 15:08:44,797] INFO in run: Debug Mode: True
[2026-01-15 15:08:44,797] INFO in run: Model Version: 1.0.0
[2026-01-15 15:08:44,799] INFO in run: Model Loaded: True
[2026-01-15 15:08:44,800] INFO in run: Database: Connected
[2026-01-15 15:08:44,801] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 15:08:44,801] INFO in run: ============================================================
[2026-01-15 15:08:44,804] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 15:08:45,484] INFO in logging_config: Logging system initialized
[2026-01-15 15:08:45,548] INFO in app: Database tables created
[2026-01-15 15:08:51,716] INFO in app: Application initialized in development mode
[2026-01-15 15:08:51,716] INFO in run: ============================================================
[2026-01-15 15:08:51,716] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 15:08:51,716] INFO in run: ============================================================
[2026-01-15 15:08:51,716] INFO in run: Environment: development
[2026-01-15 15:08:51,716] INFO in run: Debug Mode: True
[2026-01-15 15:08:51,716] INFO in run: Model Version: 1.0.0
[2026-01-15 15:08:51,716] INFO in run: Model Loaded: True
[2026-01-15 15:08:51,716] INFO in run: Database: Connected
[2026-01-15 15:08:51,716] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 15:08:51,727] INFO in run: ============================================================
[2026-01-15 15:08:51,727] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 15:23:37,578] INFO in routes: Successfully saved prediction ID: 27
[2026-01-15 15:25:10,480] INFO in routes: Successfully saved prediction ID: 28
[2026-01-15 15:25:37,821] INFO in routes: Successfully saved prediction ID: 29
[2026-01-15 15:32:37,280] INFO in logging_config: Logging system initialized
[2026-01-15 15:32:37,354] INFO in app: Database tables created
[2026-01-15 15:32:43,812] INFO in app: Application initialized in development mode
[2026-01-15 15:32:43,812] INFO in run: ============================================================
[2026-01-15 15:32:43,812] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 15:32:43,812] INFO in run: ============================================================
[2026-01-15 15:32:43,812] INFO in run: Environment: development
[2026-01-15 15:32:43,812] INFO in run: Debug Mode: True
[2026-01-15 15:32:43,812] INFO in run: Model Version: 1.0.0
[2026-01-15 15:32:43,812] INFO in run: Model Loaded: True
[2026-01-15 15:32:43,824] INFO in run: Database: Connected
[2026-01-15 15:32:43,826] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 15:32:43,826] INFO in run: ============================================================
[2026-01-15 15:32:43,826] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 08:20:37,967] INFO in logging_config: Logging system initialized
[2026-02-12 08:20:38,209] INFO in app: Database tables created
[2026-02-12 08:20:45,973] INFO in app: Application initialized in development mode
[2026-02-12 08:20:45,976] INFO in run: ============================================================
[2026-02-12 08:20:45,977] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 08:20:45,977] INFO in run: ============================================================
[2026-02-12 08:20:45,978] INFO in run: Environment: development
[2026-02-12 08:20:45,978] INFO in run: Debug Mode: True
[2026-02-12 08:20:45,978] INFO in run: Model Version: 1.0.0
[2026-02-12 08:20:45,979] INFO in run: Model Loaded: False
[2026-02-12 08:20:45,979] INFO in run: Database: Connected
[2026-02-12 08:20:45,980] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 08:20:45,980] INFO in run: ============================================================
[2026-02-12 08:20:45,981] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 08:20:47,028] INFO in logging_config: Logging system initialized
[2026-02-12 08:20:47,214] INFO in app: Database tables created
[2026-02-12 08:20:53,146] INFO in app: Application initialized in development mode
[2026-02-12 08:20:53,148] INFO in run: ============================================================
[2026-02-12 08:20:53,148] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 08:20:53,150] INFO in run: ============================================================
[2026-02-12 08:20:53,150] INFO in run: Environment: development
[2026-02-12 08:20:53,151] INFO in run: Debug Mode: True
[2026-02-12 08:20:53,152] INFO in run: Model Version: 1.0.0
[2026-02-12 08:20:53,153] INFO in run: Model Loaded: False
[2026-02-12 08:20:53,153] INFO in run: Database: Connected
[2026-02-12 08:20:53,154] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 08:20:53,155] INFO in run: ============================================================
[2026-02-12 08:20:53,155] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 08:24:19,349] INFO in logging_config: Logging system initialized
[2026-02-12 08:24:19,435] INFO in app: Database tables created
[2026-02-12 08:24:24,405] INFO in app: Application initialized in development mode
[2026-02-12 08:24:24,407] INFO in run: ============================================================
[2026-02-12 08:24:24,407] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 08:24:24,408] INFO in run: ============================================================
[2026-02-12 08:24:24,408] INFO in run: Environment: development
[2026-02-12 08:24:24,409] INFO in run: Debug Mode: True
[2026-02-12 08:24:24,409] INFO in run: Model Version: 1.0.0
[2026-02-12 08:24:24,410] INFO in run: Model Loaded: True
[2026-02-12 08:24:24,410] INFO in run: Database: Connected
[2026-02-12 08:24:24,411] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 08:24:24,411] INFO in run: ============================================================
[2026-02-12 08:24:24,412] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 08:24:25,291] INFO in logging_config: Logging system initialized
[2026-02-12 08:24:25,462] INFO in app: Database tables created
[2026-02-12 08:24:30,239] INFO in app: Application initialized in development mode
[2026-02-12 08:24:30,240] INFO in run: ============================================================
[2026-02-12 08:24:30,241] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 08:24:30,241] INFO in run: ============================================================
[2026-02-12 08:24:30,241] INFO in run: Environment: development
[2026-02-12 08:24:30,242] INFO in run: Debug Mode: True
[2026-02-12 08:24:30,242] INFO in run: Model Version: 1.0.0
[2026-02-12 08:24:30,243] INFO in run: Model Loaded: True
[2026-02-12 08:24:30,243] INFO in run: Database: Connected
[2026-02-12 08:24:30,244] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 08:24:30,245] INFO in run: ============================================================
[2026-02-12 08:24:30,245] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 08:30:08,922] INFO in routes: Successfully saved prediction ID: 30
[2026-02-12 08:35:40,576] ERROR in routes: Global Pipeline Crash: unsupported operand type(s) for +: 'int' and 'NoneType'
[2026-02-12 08:50:50,276] INFO in logging_config: Logging system initialized
[2026-02-12 08:50:50,338] INFO in app: Database tables created
[2026-02-12 08:50:57,251] INFO in app: Application initialized in development mode
[2026-02-12 08:50:57,253] INFO in run: ============================================================
[2026-02-12 08:50:57,253] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 08:50:57,254] INFO in run: ============================================================
[2026-02-12 08:50:57,255] INFO in run: Environment: development
[2026-02-12 08:50:57,255] INFO in run: Debug Mode: True
[2026-02-12 08:50:57,256] INFO in run: Model Version: 1.0.0
[2026-02-12 08:50:57,257] INFO in run: Model Loaded: True
[2026-02-12 08:50:57,258] INFO in run: Database: Connected
[2026-02-12 08:50:57,258] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 08:50:57,259] INFO in run: ============================================================
[2026-02-12 08:50:57,260] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 08:53:14,455] INFO in logging_config: Logging system initialized
[2026-02-12 08:53:14,519] INFO in app: Database tables created
[2026-02-12 08:53:19,389] INFO in app: Application initialized in development mode
[2026-02-12 08:53:19,391] INFO in run: ============================================================
[2026-02-12 08:53:19,392] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 08:53:19,392] INFO in run: ============================================================
[2026-02-12 08:53:19,393] INFO in run: Environment: development
[2026-02-12 08:53:19,393] INFO in run: Debug Mode: True
[2026-02-12 08:53:19,394] INFO in run: Model Version: 1.0.0
[2026-02-12 08:53:19,394] INFO in run: Model Loaded: True
[2026-02-12 08:53:19,395] INFO in run: Database: Connected
[2026-02-12 08:53:19,395] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 08:53:19,396] INFO in run: ============================================================
[2026-02-12 08:53:19,396] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 09:00:42,142] INFO in logging_config: Logging system initialized
[2026-02-12 09:00:42,272] INFO in app: Database tables created
[2026-02-12 09:00:47,818] INFO in app: Application initialized in development mode
[2026-02-12 09:00:47,819] INFO in run: ============================================================
[2026-02-12 09:00:47,820] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 09:00:47,820] INFO in run: ============================================================
[2026-02-12 09:00:47,820] INFO in run: Environment: development
[2026-02-12 09:00:47,821] INFO in run: Debug Mode: True
[2026-02-12 09:00:47,822] INFO in run: Model Version: 1.0.0
[2026-02-12 09:00:47,822] INFO in run: Model Loaded: True
[2026-02-12 09:00:47,822] INFO in run: Database: Connected
[2026-02-12 09:00:47,823] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 09:00:47,823] INFO in run: ============================================================
[2026-02-12 09:00:47,823] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 09:00:47,885] ERROR in routes: Performance metrics error: 'minimal' is not among the defined enum values. Enum name: risklevel. Possible values: LOW, MEDIUM, HIGH, CRITICAL
[2026-02-12 09:02:47,187] ERROR in routes: Performance metrics error: 'minimal' is not among the defined enum values. Enum name: risklevel. Possible values: LOW, MEDIUM, HIGH, CRITICAL
[2026-02-12 09:04:47,187] ERROR in routes: Performance metrics error: 'minimal' is not among the defined enum values. Enum name: risklevel. Possible values: LOW, MEDIUM, HIGH, CRITICAL
[2026-02-12 09:05:06,001] INFO in logging_config: Logging system initialized
[2026-02-12 09:05:06,072] INFO in app: Database tables created
[2026-02-12 09:05:11,279] INFO in app: Application initialized in development mode
[2026-02-12 09:05:11,280] INFO in run: ============================================================
[2026-02-12 09:05:11,281] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 09:05:11,281] INFO in run: ============================================================
[2026-02-12 09:05:11,282] INFO in run: Environment: development
[2026-02-12 09:05:11,282] INFO in run: Debug Mode: True
[2026-02-12 09:05:11,283] INFO in run: Model Version: 1.0.0
[2026-02-12 09:05:11,283] INFO in run: Model Loaded: True
[2026-02-12 09:05:11,284] INFO in run: Database: Connected
